CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EngagementProfile,BalanceGroup,SalaryGroup,SalaryBalanceRatio,RelationshipStrengthIndex,StickyProfile
15754849,Tyler,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,Active Engaged (Multi-Product),High,High,1.1562328388233716,66.86117827760268,Sticky Elite
15602280,Martin,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,Active Low-Product,High,High,1.0683781142268665,73.21578409584545,Sticky Active
15771573,Okagbue,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,Active Low-Product,Very High,High,0.8532987823987558,74.24401551841228,Sticky Active
15766205,Yin,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,Active Low-Product,High,Medium,0.8789635174274932,40.37085161748342,High Churn Risk
15771873,Buccho,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,Inactive Disengaged,High,Very High,1.870470352669581,36.63591111833494,High Churn Risk
15616550,Chidiebele,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,Inactive Disengaged,High,Very High,1.7020601752924887,57.137873887362,High Churn Risk
15768193,Trevisani,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,Inactive Premium,Very High,Medium,0.5917384750099571,30.821127215436356,At-Risk Premium
15683553,O'Brien,788,France,Female,33,5,0.0,2,0,0,116978.19,0,Inactive Disengaged,Zero Balance,High,116978.19,25.0,High Churn Risk
15702298,Parkhill,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,Inactive Disengaged,Very High,Very High,1.3064436115201798,31.254500831393337,High Churn Risk
15569590,Yoo,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,Inactive Disengaged,High,Low,0.4062547463509445,27.6757261783061,High Churn Risk
15760861,Phillipps,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,Active Low-Product,Very High,High,0.9057411168112685,53.74054895156834,Sticky Active
15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,Inactive Premium,Very High,Medium,0.6812442615437797,38.846268369360644,At-Risk Premium
15647091,Endrizzi,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,Inactive Disengaged,High,Low,0.601057199179857,9.274662324053562,High Churn Risk
15623944,T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,Inactive Disengaged,Zero Balance,Low,1643.11,31.25,High Churn Risk
15804771,Velazquez,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,Active Low-Product,Low,Low,1.1496392452414683,57.8716113881138,Sticky Active
15651280,Hunter,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,Inactive Premium,Very High,Medium,0.6174982098233206,24.204684808481403,At-Risk Premium
15773469,Clark,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,Inactive Premium,Very High,High,0.8304005753828467,41.07134474399546,At-Risk Premium
15702014,Jeffrey,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,Inactive Disengaged,High,Very High,3.187945623919399,17.235357391520996,High Churn Risk
15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,Active Low-Product,High,Medium,1.2628723629163736,69.38701710523185,Sticky Active
15592461,Jackson,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,Active Low-Product,High,Medium,0.8504434063035502,60.60102435415112,Sticky Active
15789484,Hammond,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,Active Engaged (Multi-Product),Very High,Low,0.16344555098595406,74.26894192379065,Sticky Elite
15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,Inactive Disengaged,High,High,1.0865602705550228,27.800769776685026,High Churn Risk
15641582,Chibugo,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,Active Engaged (Multi-Product),High,Very High,1.5966201283785546,82.40956348053507,Sticky Elite
15638424,Glauert,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,Active Engaged (Multi-Product),Very High,High,0.7540600184984024,56.00744031172178,Sticky Multi-Product
15755648,Pisano,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,Inactive Disengaged,High,Low,0.18503824069426292,45.1708453121345,High Churn Risk
15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,Inactive Premium,Very High,Low,0.21214665601566665,50.330667921784496,At-Risk Premium
15620344,McKee,813,France,Male,29,6,0.0,1,1,0,33953.87,0,Inactive Disengaged,Zero Balance,Low,33953.87,36.25,High Churn Risk
15812518,Palermo,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,Active Low-Product,Very High,Low,0.2701793394437858,37.77086191648569,High Churn Risk
15779052,Ballard,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,Active Engaged (Multi-Product),Very High,Medium,0.3703012336527448,71.28864253211334,Sticky Elite
15770811,Wallace,519,France,Male,36,9,0.0,2,0,1,145562.4,0,Active Engaged (Multi-Product),Zero Balance,High,145562.4,60.0,Sticky Multi-Product
15780961,Cavenagh,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,Inactive Premium,Very High,Low,0.1252691442927869,37.12313872138285,At-Risk Premium
15614049,Hu,664,France,Male,55,8,0.0,2,1,1,139161.64,0,Active Engaged (Multi-Product),Zero Balance,High,139161.64,72.5,Sticky Elite
15662085,Read,678,France,Female,32,9,0.0,1,1,1,148210.64,0,Active Low-Product,Zero Balance,High,148210.64,68.75,Sticky Active
15575185,Bushell,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,Active Low-Product,High,Very High,2.514291517020041,46.82906768042754,High Churn Risk
15803136,Postle,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,Inactive Disengaged,High,Medium,0.8044936495146192,57.370091278893355,High Churn Risk
15706021,Buley,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,Inactive Disengaged,High,Very High,1.7736140372950755,18.85198388716311,High Churn Risk
15663706,Leonard,777,France,Female,32,2,0.0,1,1,0,136458.19,1,Inactive Disengaged,Zero Balance,High,136458.19,26.25,High Churn Risk
15641732,Mills,543,France,Female,36,3,0.0,2,0,0,26019.59,0,Inactive Disengaged,Zero Balance,Low,26019.59,20.0,High Churn Risk
15701164,Onyeorulu,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,Active Low-Product,High,Very High,1.7632346723933996,59.84937455083855,Sticky Active
15738751,Beit,493,France,Female,46,4,0.0,2,1,0,1907.66,0,Inactive Disengaged,Zero Balance,Low,1907.66,37.5,High Churn Risk
15805254,Ndukaku,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,Active Engaged (Multi-Product),Zero Balance,High,114675.75,77.5,Sticky Elite
15762418,Gant,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,Inactive Disengaged,High,High,1.05720224103945,33.59985039144778,High Churn Risk
15625759,Rowley,729,France,Male,30,9,0.0,2,1,0,151869.35,0,Inactive Disengaged,Zero Balance,Very High,151869.35,50.0,High Churn Risk
15622897,Sharpe,646,France,Female,46,4,0.0,3,1,0,93251.42,1,Inactive Disengaged,Zero Balance,Medium,93251.42,43.75,High Churn Risk
15767954,Osborne,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,Active Engaged (Multi-Product),High,Very High,1.920882007853753,63.25325991919667,Sticky Elite
15757535,Heap,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,Active Engaged (Multi-Product),Zero Balance,Very High,174205.22,71.25,Sticky Elite
15731511,Ritchie,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,Inactive Disengaged,High,High,1.240289123395029,49.7280770451461,High Churn Risk
15809248,Cole,524,France,Female,36,10,0.0,2,1,0,109614.57,0,Inactive Disengaged,Zero Balance,High,109614.57,52.5,High Churn Risk
15640635,Capon,769,France,Male,29,8,0.0,2,1,1,172290.61,0,Active Engaged (Multi-Product),Zero Balance,Very High,172290.61,72.5,Sticky Elite
15676966,Capon,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,Active Engaged (Multi-Product),Zero Balance,Medium,85982.47,47.5,Sticky Multi-Product
15699461,Fiorentini,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,Active Low-Product,Very High,High,0.6880034854640434,63.27571908777783,Sticky Active
15738721,Graham,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,Active Low-Product,High,Medium,0.6281846734230335,57.84837476243841,Sticky Active
15693683,Yuille,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,Active Engaged (Multi-Product),High,Very High,2.031943691972388,76.36955516480815,Sticky Elite
15604348,Allard,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,Inactive Disengaged,Zero Balance,Medium,99645.04,32.5,High Churn Risk
15633059,Fanucci,413,France,Male,34,9,0.0,2,0,0,6534.18,0,Inactive Disengaged,Zero Balance,Low,6534.18,35.0,High Churn Risk
15808582,Fu,665,France,Female,40,6,0.0,1,1,1,161848.03,0,Active Low-Product,Zero Balance,Very High,161848.03,61.25,Sticky Active
15743192,Hung,623,France,Female,44,6,0.0,2,0,0,167162.43,0,Inactive Disengaged,Zero Balance,Very High,167162.43,27.5,High Churn Risk
15580146,Hung,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,Inactive Disengaged,High,Low,0.5076582262021901,47.04512871142224,High Churn Risk
15776605,Bradley,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,Inactive Disengaged,Zero Balance,Medium,60536.56,45.0,High Churn Risk
15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,Active Low-Product,Zero Balance,Very High,177655.68,48.75,High Churn Risk
15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,Active Engaged (Multi-Product),High,Low,0.289374748947623,66.76760004430484,Sticky Elite
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,Active Low-Product,High,Low,0.11304894264221053,52.29481056432115,Sticky Active
15812878,Parsons,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,Active Low-Product,High,Low,0.37047707169325855,40.22798365065274,High Churn Risk
15602312,Walkom,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,Inactive Premium,Very High,Medium,0.4787858659051873,24.732221706032117,At-Risk Premium
15744689,T'ang,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,Inactive Disengaged,High,Medium,1.0712552144996348,47.450063639384425,High Churn Risk
15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,Active Low-Product,High,Medium,0.6967572995193941,42.358509335403866,High Churn Risk
15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,Inactive Disengaged,High,Low,0.2520103908988016,49.30673266584054,High Churn Risk
15715951,Thorpe,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,Inactive Disengaged,High,Medium,0.8659015646051177,15.245181868463009,High Churn Risk
15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,Active Low-Product,High,Low,0.21653624982402084,57.98241763219481,Sticky Active
15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,Active Engaged (Multi-Product),Very High,High,0.6557690895976825,66.15690378511849,Sticky Elite
15675522,Ko,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,Active Engaged (Multi-Product),Very High,Medium,0.5603917393495799,80.27510153624526,Sticky Elite
15705512,Welch,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,Inactive Premium,Very High,High,0.6888750749112086,42.94054116753141,At-Risk Premium
15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0,Inactive Disengaged,Zero Balance,Low,31766.3,30.0,High Churn Risk
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,Inactive Disengaged,High,Very High,1.85240285094653,45.547307723625956,High Churn Risk
15600781,Wu,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,Inactive Premium,Very High,High,0.6525427513601877,44.88043920541603,At-Risk Premium
15682472,Culbreth,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,Inactive Premium,Very High,Low,0.29460319417551784,37.658801328459695,At-Risk Premium
15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,Inactive Disengaged,High,Medium,0.833074863209124,26.040527500627846,High Churn Risk
15690673,Cameron,656,France,Female,39,6,0.0,2,1,0,141069.88,0,Inactive Disengaged,Zero Balance,High,141069.88,42.5,High Churn Risk
15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,Active Low-Product,Very High,Very High,1.5676599405216203,76.28728107296473,Sticky Active
15779659,Zetticci,625,France,Female,28,3,0.0,1,0,0,183646.41,0,Inactive Disengaged,Zero Balance,Very High,183646.41,13.75,High Churn Risk
15627360,Fuller,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,Inactive Premium,Very High,High,0.7225558625583985,49.832288231050306,At-Risk Premium
15671137,MacDonald,549,France,Female,52,1,0.0,1,0,1,8636.05,1,Active Low-Product,Zero Balance,Low,8636.05,33.75,High Churn Risk
15782688,Piccio,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,Inactive Premium,Very High,Low,0.3152961748115795,27.169026326585428,At-Risk Premium
15575492,Kennedy,828,France,Female,41,7,0.0,2,1,0,171378.77,0,Inactive Disengaged,Zero Balance,Very High,171378.77,45.0,High Churn Risk
15591607,Fernie,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,Inactive Disengaged,High,Very High,1.6425367779238083,47.80850319546076,High Churn Risk
15740404,He,758,France,Female,34,3,0.0,2,1,1,124226.16,0,Active Engaged (Multi-Product),Zero Balance,High,124226.16,60.0,Sticky Multi-Product
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,Active Low-Product,Very High,High,0.8782836427258556,73.96576031128814,Sticky Active
15677871,Cocci,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,Active Low-Product,High,Low,0.29051429173757404,73.63528509722812,Sticky Active
15642004,Alekseeva,686,France,Male,25,1,0.0,2,0,1,16459.37,0,Active Engaged (Multi-Product),Zero Balance,Low,16459.37,40.0,Sticky Multi-Product
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,Active Engaged (Multi-Product),High,High,0.996648387327799,74.97526545538868,Sticky Elite
15584518,Arthur,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,Active Engaged (Multi-Product),Very High,Low,0.24114687736484194,70.77505592011481,Sticky Elite
15802381,Li,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,Active Low-Product,High,Very High,2.6354270710735093,46.28744179559119,High Churn Risk
15610156,Ma,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,Active Low-Product,Very High,Medium,0.6980554321349336,41.56941474723861,High Churn Risk
15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,Inactive Premium,Very High,Medium,0.35262602558232053,34.74532971733663,At-Risk Premium
15640905,Vasin,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,Active Engaged (Multi-Product),Very High,Low,0.06634288187258208,45.16107396433349,Sticky Multi-Product
15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,Inactive Premium,Very High,Very High,1.3789715458561171,51.72840320346799,At-Risk Premium
15724944,Tien,663,France,Male,34,7,0.0,2,1,1,180427.24,0,Active Engaged (Multi-Product),Zero Balance,Very High,180427.24,70.0,Sticky Elite
15628145,Forwood,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,Active Low-Product,Very High,Very High,1.536065389975426,63.76605771490728,Sticky Active
15713483,Greeves,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,Inactive Disengaged,Zero Balance,Very High,159123.82,26.25,High Churn Risk
15612350,Taylor,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,Inactive Disengaged,Low,High,3.084664762791584,35.3807637096799,High Churn Risk
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,Active Low-Product,High,Medium,0.4784583921521565,63.26008694406562,Sticky Active
15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,Inactive Premium,Very High,High,1.0200839578666177,53.012076237806355,At-Risk Premium
15754105,Olisanugo,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,Inactive Disengaged,High,Low,0.2289936128669292,23.01337163427589,High Churn Risk
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,Inactive Disengaged,High,Medium,0.6201086270658834,48.55998599869772,High Churn Risk
15794413,Harris,416,France,Male,32,0,0.0,2,0,1,878.87,0,Active Engaged (Multi-Product),Zero Balance,Low,878.87,37.5,Sticky Multi-Product
15650237,Morgan,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,Inactive Disengaged,Zero Balance,Medium,89520.75,45.0,High Churn Risk
15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,1,Inactive Disengaged,Zero Balance,Very High,149892.79,43.75,High Churn Risk
15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,Inactive Disengaged,Zero Balance,Very High,180800.42,47.5,High Churn Risk
15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,Inactive Disengaged,Very High,Medium,0.7730253421757552,31.336112453068097,High Churn Risk
15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53,0,Active Engaged (Multi-Product),Zero Balance,High,109041.53,67.5,Sticky Elite
15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,Inactive Disengaged,Zero Balance,Low,17941.16,38.75,High Churn Risk
15655007,Li,758,France,Female,33,7,0.0,2,0,0,82996.47,0,Inactive Disengaged,Zero Balance,Medium,82996.47,30.0,High Churn Risk
15623595,Clayton,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,Active Engaged (Multi-Product),Zero Balance,Medium,92067.35,57.5,Sticky Multi-Product
15589975,Maclean,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,Active Low-Product,High,High,1.0766953611573074,50.12644441613725,Sticky Active
15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,Inactive Disengaged,High,High,0.914317833111693,21.162221531857817,High Churn Risk
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,Active Low-Product,High,Medium,0.8381012504792885,50.27794018878342,Sticky Active
15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,0,Inactive Disengaged,Zero Balance,Medium,83473.82,32.5,High Churn Risk
15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,Inactive Disengaged,High,Low,0.4363098374977641,28.054829901255925,High Churn Risk
15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,Active Engaged (Multi-Product),Zero Balance,High,106977.8,57.5,Sticky Multi-Product
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,Inactive Premium,Very High,Medium,0.41571370885319786,26.578972014095445,At-Risk Premium
15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,Active Engaged (Multi-Product),Very High,High,1.117290454766027,79.98966532586996,Sticky Elite
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,Inactive Disengaged,High,Very High,1.4376358094406327,43.255184555211244,High Churn Risk
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,Inactive Disengaged,High,Very High,1.8025166072355876,48.09492068074333,High Churn Risk
15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,Inactive Disengaged,Zero Balance,Low,40721.24,32.5,High Churn Risk
15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,Inactive Disengaged,High,Medium,0.9172027803512501,37.308898007155015,High Churn Risk
15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,Inactive Premium,Very High,Very High,1.2605571869707344,36.43594581568955,At-Risk Premium
15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,Inactive Disengaged,High,Very High,1.6278936242616808,43.81933915877957,High Churn Risk
15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,Inactive Premium,Very High,Low,0.04222450548983381,51.41578543902028,At-Risk Premium
15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,Inactive Premium,Very High,High,0.662015014596984,38.00422001020414,At-Risk Premium
